testId,questionId,key,label
social_security-2,q3,C,公的扶助
social_security-2,q3,D,保健医療・公衆衛生
social_security-2,q3,E,個人年金制度
social_security-2,q4,A,医療保険・年金保険・介護保険・雇用保険・労災保険
social_security-2,q4,B,医療保険・厚生年金・積立年金・失業保険・介護保険
social_security-2,q4,C,健康保険・国民年金・個人年金・雇用保険・労災保険
social_security-2,q4,D,医療保険・年金保険・貯蓄保険・雇用保険・労災保険
social_security-2,q4,E,年金保険・失業保険・介護保険・障害保険・医療保険
social_security-2,q5,A,医療保険
social_security-2,q5,B,年金保険
social_security-2,q5,C,介護保険
social_security-2,q5,D,雇用保険
social_security-2,q5,E,国民健康保険
social_security-3,q1,A,国民健康保険
social_security-3,q1,B,共済組合
social_security-3,q1,C,健康保険
social_security-3,q1,D,後期高齢者医療制度
social_security-3,q1,E,船員保険
social_security-3,q2,A,給与額のみで決まる
social_security-3,q2,B,前年所得や世帯構成などで決まる
social_security-3,q2,C,確定申告には関係しない
social_security-3,q2,D,国から一律で決まる
social_security-3,q2,E,会社と折半で決まる
social_security-3,q3,A,自動的に国民健康保険へ移行する
social_security-3,q3,B,会社に届け出ればすぐ切り替わる
social_security-3,q3,C,会社からの証明書を持って区役所で手続きする
social_security-3,q3,D,市役所から通知が来るのを待つ
social_security-3,q3,E,年金事務所に申し込む
social_security-3,q4,A,特定継続制度
social_security-3,q4,B,任意継続被保険者制度
social_security-3,q4,C,延長加入制度
social_security-3,q4,D,国保再加入制度
social_security-3,q4,E,高齢者継続制度
social_security-3,q5,A,前期高齢者医療制度
social_security-3,q5,B,共済組合
social_security-3,q5,C,後期高齢者医療制度
social_security-3,q5,D,国民健康保険
social_security-3,q5,E,介護保険
social_security-4,q1,A,保険料は労働者が全額負担する
social_security-4,q1,B,業務外のけがも対象になる
social_security-4,q1,C,保険料は全額事業主が負担する
social_security-4,q1,D,自営業者のみが加入できる
social_security-4,q1,E,年金と一体で運営される
social_security-4,q2,A,離職前1年間に1か月以上加入
social_security-4,q2,B,離職前2年間に12か月以上加入
social_security-4,q2,C,離職前3年間に24か月以上加入
social_security-4,q2,D,離職前6か月に3か月以上加入
social_security-4,q2,E,加入期間は問わない
social_security-4,q3,A,10％
social_security-4,q3,B,15％
social_security-4,q3,C,20％
social_security-4,q3,D,25％
social_security-4,q3,E,30％
social_security-4,q4,A,第1号：60歳以上、第2号：40歳～59歳
social_security-4,q4,B,第1号：65歳以上、第2号：40歳～64歳
social_security-4,q4,C,第1号：70歳以上、第2号：50歳～69歳
social_security-4,q4,D,第1号：75歳以上、第2号：60歳～74歳
social_security-4,q4,E,第1号：65歳以上、第2号：20歳～39歳
social_security-4,q5,A,対象家族1人につき通算93日まで受給できる
social_security-4,q5,B,対象家族がいれば無制限に受給できる
social_security-4,q5,C,介護が終わるまで無期限に給付される
social_security-4,q5,D,兄弟姉妹は対象外で給付を受けられない
social_security-4,q5,E,退職しなければ受給できない
economics-1,q1,A,株価の変動
economics-1,q1,B,お金の融通（貸し借り）
economics-1,q1,C,国の財政赤字
economics-1,q1,D,為替の取引
economics-1,q1,E,銀行の利益
economics-1,q2,A,上昇しやすい
economics-1,q2,B,変動しない
economics-1,q2,C,下がりやすい
economics-1,q2,D,急騰する
economics-1,q2,E,海外金利に連動する
economics-1,q3,A,財政拡大政策
economics-1,q3,B,為替介入政策
economics-1,q3,C,金融緩和政策
economics-1,q3,D,金融引き締め政策
economics-1,q3,E,金利自由化政策
economics-1,q4,A,市中銀行の住宅ローン金利をマイナスにする
economics-1,q4,B,金融機関の日本銀行当座預金の一部に -0.1％を適用する
economics-1,q4,C,国債の利回りを強制的にマイナスにする
economics-1,q4,D,企業の社債発行を無利子にする
economics-1,q4,E,個人預金に課税する制度
economics-1,q5,A,0％
economics-1,q5,B,0.1％
economics-1,q5,C,0.25％
economics-1,q5,D,0.5％
economics-1,q5,E,1.0％
economics-2,q1,A,国の借金の総額
economics-2,q1,B,国内の人口数
economics-2,q1,C,一定期間に国内で生み出された付加価値の総額
economics-2,q1,D,輸出入の差額
economics-2,q1,E,企業の売上高の合計
economics-2,q2,A,名目GDP
economics-2,q2,B,実質GDP
economics-2,q2,C,潜在GDP
economics-2,q2,D,国内純生産
economics-2,q2,E,可処分GDP
economics-2,q3,A,倒産件数
economics-2,q3,B,家計支出
economics-2,q3,C,新規求人数
economics-2,q3,D,雇用者数
economics-2,q3,E,消費者物価指数
economics-2,q4,A,景気全体の大きさ
economics-2,q4,B,どの業界が利益を出しているか
economics-2,q4,C,上昇している項目の割合
economics-2,q4,D,消費者の購買意欲
economics-2,q4,E,物価の上昇率
economics-2,q5,A,マネーストック統計と日銀短観
economics-2,q5,B,消費者物価指数と企業物価指数
economics-2,q5,C,GDPと経済成長率
economics-2,q5,D,一致指数と遅行指数
economics-2,q5,E,為替相場と金利
economics-3,q1,A,民間企業と直接取引する
economics-3,q1,B,政治から独立して金融政策を行う
economics-3,q1,C,個人向けに口座を開設できる
economics-3,q1,D,外国為替を直接決定する機関である
economics-3,q1,E,銀行業務と証券業務を兼営する
economics-3,q2,A,国債を売買して市場の資金を調整すること
economics-3,q2,B,銀行が日銀に預けるべき準備金の比率を調整すること
economics-3,q2,C,為替介入で円安を抑えること
economics-3,q2,D,銀行の貸出金利を直接設定すること
economics-3,q2,E,国民の預金額を制限すること
economics-3,q3,A,売りオペ
economics-3,q3,B,買いオペ
economics-3,q3,C,利上げ
economics-3,q3,D,為替介入
economics-3,q3,E,金融引き締め
economics-3,q4,A,約2.5兆円
economics-3,q4,B,約9兆円
economics-3,q4,C,約12兆円
economics-3,q4,D,約24.5兆円
economics-3,q4,E,約50兆円
economics-3,q5,A,資金が供給され金利が下がる
economics-3,q5,B,資金が吸収され金利が上がる
economics-3,q5,C,円安が進みやすくなる
economics-3,q5,D,株価が必ず上昇する
economics-3,q5,E,物価が下がりにくくなる
economics-4,q1,A,固定金利は経済状況に応じて変動する
economics-4,q1,B,変動金利は契約期間中ずっと一定である
economics-4,q1,C,固定金利は契約期間中ずっと一定である
economics-4,q1,D,変動金利は将来必ず低下する
economics-4,q1,E,どちらも常に同じ金利が適用される
economics-4,q2,A,複数の金融業者に資産を預けること
economics-4,q2,B,資産全体の安全性を確認すること
economics-4,q2,C,どの資産にどれだけ配分するかを決める戦略
economics-4,q2,D,金融商品のライセンスを比較すること
economics-4,q2,E,資産をすべて現金化すること
economics-4,q3,A,投資者保護基金
economics-4,q3,B,保険契約者保護機構
economics-4,q3,C,ペイオフ制度（預金保険制度）
economics-4,q3,D,分別管理制度
economics-4,q3,E,金融商品取引業法
economics-4,q4,A,分別管理制度
economics-4,q4,B,投資者保護基金
economics-4,q4,C,預金保険制度
economics-4,q4,D,保険契約者保護機構
economics-4,q4,E,金融緩和政策
economics-4,q5,A,投資者保護基金で全額補償
economics-4,q5,B,預金保険制度で90％補償
economics-4,q5,C,保険契約者保護機構で90％補償
economics-4,q5,D,分別管理制度で全額補償
economics-4,q5,E,政府保証で100％補償
asset_formation-1,q1,A,資産形成は運用後の税金対策、資産運用は貯金を指す
asset_formation-1,q1,B,資産形成はゼロから貯める段階、資産運用は貯めたお金を増やす段階
asset_formation-1,q1,C,資産形成は借金を活用、資産運用は収入を減らす行為
asset_formation-1,q1,D,資産形成は不動産投資のみ、資産運用は株式投資のみ
asset_formation-1,q1,E,資産形成と資産運用は同じ意味
asset_formation-1,q2,A,金融資産を一切持たずに生活すること
asset_formation-1,q2,B,Financial Independent Retire Early（経済的自立と早期リタイア）
asset_formation-1,q2,C,Fast Investment Return Expectation（高速投資回収）
asset_formation-1,q2,D,Future Income Retirement Equity（未来収入での退職資金）
asset_formation-1,q2,E,Free Investment Risk Elimination（投資リスクの排除）
asset_formation-1,q3,A,卵をすぐに食べてしまう
asset_formation-1,q3,B,鶏を育てて養鶏場を作る
asset_formation-1,q3,C,一度に大金を投資する
asset_formation-1,q3,D,借金をして投資を加速させる
asset_formation-1,q3,E,短期間で大きな利益を狙う
asset_formation-1,q4,A,FX（外国為替証拠金取引）
asset_formation-1,q4,B,先物取引
asset_formation-1,q4,C,iDeCoや新NISA
asset_formation-1,q4,D,仮想通貨の短期売買
asset_formation-1,q4,E,不動産投資
asset_formation-1,q5,A,借入や倍がけを使い手元資金以上を投資できる
asset_formation-1,q5,B,元本保証でリスクが低い
asset_formation-1,q5,C,主に積立型の商品で構成される
asset_formation-1,q5,D,短期間で確実に利益が得られる
asset_formation-1,q5,E,初心者向けで安全性が高い
asset_formation-2,q1,A,元本と利息の合計に利息がつく
asset_formation-2,q1,B,元本のみに利息がつく
asset_formation-2,q1,C,毎年利率が変動する
asset_formation-2,q1,D,借入金でのみ利用される仕組み
asset_formation-2,q1,E,時間が経つほど加速度的に増える
asset_formation-2,q2,A,400万円
asset_formation-2,q2,B,600万円
asset_formation-2,q2,C,1000万円
asset_formation-2,q2,D,1750万円
asset_formation-2,q2,E,3000万円
asset_formation-2,q3,A,複利
asset_formation-2,q3,B,単利
asset_formation-2,q3,C,レバレッジ投資
asset_formation-2,q3,D,積み立て投資
asset_formation-2,q3,E,不動産投資
asset_formation-2,q4,A,積立投資
asset_formation-2,q4,B,住宅ローンの元利均等返済
asset_formation-2,q4,C,リボ払い
asset_formation-2,q4,D,国債の利払い
asset_formation-2,q4,E,定期預金
asset_formation-2,q5,A,短期で大きな利益を狙う場合
asset_formation-2,q5,B,借金をすぐ返済する場合
asset_formation-2,q5,C,投資期間が長期になる場合
asset_formation-2,q5,D,元本が増えない場合
asset_formation-2,q5,E,金利がゼロの場合
asset_formation-3,q1,A,必ず損をすること
asset_formation-3,q1,B,危険そのもの
asset_formation-3,q1,C,結果がどうなるか分からない不確実性
asset_formation-3,q1,D,失敗する確率のこと
asset_formation-3,q1,E,投資で負けること
asset_formation-3,q2,A,価格が下がったときだけ一括購入する
asset_formation-3,q2,B,一定の株数を毎月買う
asset_formation-3,q2,C,価格の上下に関係なく一定金額を定期的に投資する
asset_formation-3,q2,D,高値で売り安値で買うタイミングを狙う
asset_formation-3,q2,E,ボーナス時だけ投資する
asset_formation-3,q3,A,"10,000円"
asset_formation-3,q3,B,"7,500円"
asset_formation-3,q3,C,"5,000円"
asset_formation-3,q3,D,"4,285円"
asset_formation-3,q3,E,"2,500円"
asset_formation-3,q4,A,短期売買
asset_formation-3,q4,B,デイトレード
asset_formation-3,q4,C,長期投資
asset_formation-3,q4,D,信用取引
asset_formation-3,q4,E,レバレッジ取引
asset_formation-3,q5,A,タイミングを完璧に予測すれば必ず勝てる
asset_formation-3,q5,B,一括投資の方が初心者には安全
asset_formation-3,q5,C,ドルコスト平均法でコツコツ積み立てる方が優れた結果になる
asset_formation-3,q5,D,高値の時に売却するだけでよい
asset_formation-3,q5,E,短期的に集中投資すべき
pension1-1,q1,A,国民年金と企業年金
pension1-1,q1,B,公的年金と私的年金
pension1-1,q1,C,厚生年金と国民年金
pension1-1,q1,D,老齢年金と障害年金
pension1-1,q1,E,国内年金と海外年金
pension1-1,q2,A,自営業者
pension1-1,q2,B,学生
pension1-1,q2,C,会社員や公務員
pension1-1,q2,D,第2号被保険者に扶養されている配偶者
pension1-1,q2,E,生活保護受給者
pension1-1,q3,A,満額の100％支給
pension1-1,q3,B,80％支給
pension1-1,q3,C,70％支給
pension1-1,q3,D,60％支給
pension1-1,q3,E,50％支給
pension1-1,q4,A,親の年収が基準になる
pension1-1,q4,B,本人の年収が128万円以下なら申請可能
pension1-1,q4,C,全員が自動的に免除される
pension1-1,q4,D,50歳以上の学生だけ対象
pension1-1,q4,E,厚生年金に自動加入できる
pension1-1,q5,A,約50万円
pension1-1,q5,B,約70万円
pension1-1,q5,C,約83万円
pension1-1,q5,D,約100万円
pension1-1,q5,E,約120万円
pension1-2,q1,A,65歳以上で受給資格期間が5年以上ある
pension1-2,q1,B,60歳以上で受給資格期間が20年以上ある
pension1-2,q1,C,65歳以上で受給資格期間が10年以上ある
pension1-2,q1,D,70歳以上で受給資格期間が30年以上ある
pension1-2,q1,E,60歳以上で受給資格期間が40年以上ある
pension1-2,q2,A,月400円を納めると将来200円が上乗せされる
pension1-2,q2,B,月200円を納めると将来400円が上乗せされる
pension1-2,q2,C,第2号被保険者のみが利用できる
pension1-2,q2,D,保険料を払わなくても自動的に加算される
pension1-2,q2,E,40歳以上でないと利用できない
pension1-2,q3,A,昭和50年以前生まれであること
pension1-2,q3,B,65歳以上であること
pension1-2,q3,C,厚生年金に10年以上加入していること
pension1-2,q3,D,生年月日が一定基準以前であること
pension1-2,q3,E,自営業者であること
pension1-2,q4,A,自営業者のみが受け取れる
pension1-2,q4,B,厚生年金加入10年以上で対象になる
pension1-2,q4,C,厚生年金加入20年以上で扶養家族がいれば加算される
pension1-2,q4,D,65歳以上のすべての人に自動的に支給される
pension1-2,q4,E,遺族年金と同じ仕組みである
pension1-2,q5,A,0.2％
pension1-2,q5,B,0.3％
pension1-2,q5,C,0.4％
pension1-2,q5,D,0.5％
pension1-2,q5,E,0.7％
pension1-3,q1,A,初診日に厚生年金に加入していること
pension1-3,q1,B,障害等級が1級〜3級であること
pension1-3,q1,C,初診日に国民年金の被保険者であること
pension1-3,q1,D,必ず20年以上の納付期間があること
pension1-3,q1,E,65歳以上であること
pension1-3,q2,A,病名によって一律に決まる
pension1-3,q2,B,医師の裁量のみで決まる
pension1-3,q2,C,生活の支障度や介助の必要性で決まる
pension1-3,q2,D,収入の多寡で決まる
pension1-3,q2,E,年齢によって自動的に決まる
pension1-3,q3,A,1級：約120万円、2級：約100万円
pension1-3,q3,B,1級：約104万円、2級：約83万2000円
pension1-3,q3,C,1級：約83万2000円、2級：約62万円
pension1-3,q3,D,1級：約90万円、2級：約75万円
pension1-3,q3,E,1級：約150万円、2級：約120万円
pension1-3,q4,A,障害等級が1級〜3級なら必ず加算される
pension1-3,q4,B,障害等級が2級で60歳以上なら加算される
pension1-3,q4,C,障害等級が1級または2級で65歳未満の配偶者がいる場合
pension1-3,q4,D,障害等級が1級で子どもがいなくても加算される
pension1-3,q4,E,自営業者が加入していれば自動的に加算される
pension1-3,q5,A,約30万円
pension1-3,q5,B,約50万円
pension1-3,q5,C,約62万2000円
pension1-3,q5,D,約83万2000円
pension1-3,q5,E,約100万円
pension1-4,q1,A,死亡した人の友人
pension1-4,q1,B,死亡した人の兄弟姉妹
pension1-4,q1,C,子のある配偶者または18歳未満の子
pension1-4,q1,D,死亡した人の会社の上司
pension1-4,q1,E,60歳以上の全ての配偶者
pension1-4,q2,A,婚姻期間が5年以上の妻に支給される
pension1-4,q2,B,夫が老齢基礎年金を受給していた場合に支給される
pension1-4,q2,C,10年以上婚姻し、夫が10年以上保険料を納めていた場合に支給される
pension1-4,q2,D,夫が厚生年金に加入していた場合に支給される
pension1-4,q2,E,子どもがいる場合のみ支給される
pension1-4,q3,A,厚生年金加入者が亡くなった場合
pension1-4,q3,B,国民年金保険料を36ヶ月以上納め、老齢・障害基礎年金を受け取らずに亡くなった場合
pension1-4,q3,C,老齢基礎年金を受け取っていた人が亡くなった場合
pension1-4,q3,D,子のある配偶者が亡くなった場合
pension1-4,q3,E,遺族基礎年金を受けている遺族がいる場合
pension1-4,q4,A,妻が30歳未満の場合は5年間、30歳以上は生涯受給できる
pension1-4,q4,B,子がいなければ受給できない
pension1-4,q4,C,夫は受給できない
pension1-4,q4,D,必ず60歳から受給開始される
pension1-4,q4,E,報酬比例年金額の全額が支給される
pension1-4,q5,A,雑所得として課税対象
pension1-4,q5,B,一時所得として課税対象
pension1-4,q5,C,非課税扱い
pension1-4,q5,D,給与所得と合算して課税対象
pension1-4,q5,E,住民税のみ課税対象
pension2-1,q1,A,公的年金の一部
pension2-1,q1,B,個人が任意で加入する2階部分
pension2-1,q1,C,年金の3階部分にあたる私的年金
pension2-1,q1,D,国の老齢基礎年金の代替制度
pension2-1,q1,E,全ての国民が必ず加入する制度
pension2-1,q2,A,将来の受取額が運用次第で変動する
pension2-1,q2,B,掛金を従業員が自由に決められる
pension2-1,q2,C,将来の受取額があらかじめ決まっている
pension2-1,q2,D,60歳未満でも自由に引き出せる
pension2-1,q2,E,国の年金制度と同じ仕組みである
pension2-1,q3,A,55歳から可能
pension2-1,q3,B,60歳以降に受給可能
pension2-1,q3,C,65歳からのみ受給可能
pension2-1,q3,D,70歳からのみ受給可能
pension2-1,q3,E,75歳以降でなければ受給できない
pension2-1,q4,A,従業員の掛金が企業の掛金を超えてよい
pension2-1,q4,B,企業と従業員の合計額に制限はない
pension2-1,q4,C,従業員の掛金は企業の掛金を超えてはいけない
pension2-1,q4,D,企業の掛金がゼロでも従業員は拠出できる
pension2-1,q4,E,従業員の掛金は一律で上限1万円
pension2-1,q5,A,企業型DCとiDeCoを同時加入できるようになった
pension2-1,q5,B,企業型DCの加入年齢が60歳に制限された
pension2-1,q5,C,運用益が課税対象となった
pension2-1,q5,D,受給開始年齢が55歳に引き下げられた
pension2-1,q5,E,企業の同意なしに退職金を受け取れるようになった
pension2-2,q1,A,20歳以上65歳未満の自営業者・会社員・公務員・専業主婦など
pension2-2,q1,B,65歳以上のすべての人
pension2-2,q1,C,海外に住んでいる日本人
pension2-2,q1,D,農業者年金に加入している人
pension2-2,q1,E,国民年金保険料を納めていない人
pension2-2,q2,A,株式型と債券型
pension2-2,q2,B,元本確保型と元本変動型
pension2-2,q2,C,国内型と海外型
pension2-2,q2,D,パッシブ型とアクティブ型のみ
pension2-2,q2,E,退職型と貯蓄型
pension2-2,q3,A,市場平均を上回る成果を狙う
pension2-2,q3,B,必ず利益が出る
pension2-2,q3,C,日経平均やTOPIXなどの指標に連動する運用を目指す
pension2-2,q3,D,短期での売買に適している
pension2-2,q3,E,元本保証がある
pension2-2,q4,A,掛け金の額を増減すること
pension2-2,q4,B,金融機関を変更すること
pension2-2,q4,C,買い付ける商品の割合を変更すること
pension2-2,q4,D,積み立てた資産を売却して別の商品を購入すること
pension2-2,q4,E,受給開始年齢を変更すること
pension2-2,q5,A,自動的に次の勤務先へ引き継がれる
pension2-2,q5,B,年金の受給額が増える
pension2-2,q5,C,自動的に一時金として受け取れる
pension2-2,q5,D,国民年金基金連合会に自動移管され高額手数料が発生する
pension2-2,q5,E,税制優遇が強化される
financial_products-1,q1,A,株価が上がれば売却益を得られる
financial_products-1,q1,B,元本保証がある
financial_products-1,q1,C,必ず年4回配当を受け取れる
financial_products-1,q1,D,損失が出ても国が補填してくれる
financial_products-1,q1,E,100株未満では購入できない
financial_products-1,q2,A,指定した値段で売買する方法
financial_products-1,q2,B,値段を指定せず市場の動きに任せる方法
financial_products-1,q2,C,最低購入単位を変更する方法
financial_products-1,q2,D,配当金の受け取り方を選ぶ方法
financial_products-1,q2,E,長期保有株を自動売却する方法
financial_products-1,q3,A,東証一部の全銘柄
financial_products-1,q3,B,米国主要500社
financial_products-1,q3,C,ナスダック市場の全銘柄
financial_products-1,q3,D,東証一部の代表的な225銘柄
financial_products-1,q3,E,金融業を除くナスダック上位100社
financial_products-1,q4,A,5倍未満で割安、5倍以上で割高
financial_products-1,q4,B,10倍未満で割高、10倍以上で割安
financial_products-1,q4,C,15倍未満で割安、15倍以上で割高
financial_products-1,q4,D,20倍未満で割高、20倍以上で割安
financial_products-1,q4,E,30倍未満で割安、30倍以上で割高
financial_products-1,q5,A,2〜3％
financial_products-1,q5,B,5％前後
financial_products-1,q5,C,8〜10％以上
financial_products-1,q5,D,20〜30％
financial_products-1,q5,E,50％以上
financial_products-2,q1,A,企業に出資して配当を得る仕組み
financial_products-2,q1,B,国や企業にお金を貸す「借用証書」のようなもの
financial_products-2,q1,C,必ず元本保証がされる金融商品
financial_products-2,q1,D,株式と同じく議決権が得られる
financial_products-2,q1,E,保険商品の一種である
financial_products-2,q2,A,価格が上がると利回りも上がる
financial_products-2,q2,B,価格が下がると利回りも下がる
financial_products-2,q2,C,価格が上がると利回りは下がる
financial_products-2,q2,D,価格と利回りは無関係
financial_products-2,q2,E,利回りは常に一定で変わらない
financial_products-2,q3,A,アンダーパー発行
financial_products-2,q3,B,プレミアム発行（オーバーパー発行）
financial_products-2,q3,C,ディスカウント発行
financial_products-2,q3,D,パー発行
financial_products-2,q3,E,スポット発行
financial_products-2,q4,A,新規発行時に満期まで保有した場合の利回り
financial_products-2,q4,B,満期までの平均利回り
financial_products-2,q4,C,売却時点での利回り
financial_products-2,q4,D,途中購入した債券を満期まで持った場合の利回り
financial_products-2,q4,E,常に固定で変動しない利回り
financial_products-2,q5,A,普通預金と大口定期預金
financial_products-2,q5,B,変動金利定期預金とスーパー定期
financial_products-2,q5,C,社債と外貨建債
financial_products-2,q5,D,期日指定定期預金と貯蓄預金
financial_products-2,q5,E,定額貯金と定期貯金
financial_products-3,q1,A,投資の専門家が投資家から集めた資金を運用し収益を分配する
financial_products-3,q1,B,投資家が直接企業の株式を購入する
financial_products-3,q1,C,銀行が必ず元本保証をする
financial_products-3,q1,D,保険商品と同じ仕組みで運用される
financial_products-3,q1,E,国が全ての資金を管理している
financial_products-3,q2,A,売却手数料・保険料・仲介手数料
financial_products-3,q2,B,解約料・管理料・税金
financial_products-3,q2,C,購入時手数料・運用管理手数料・信託財産留保額
financial_products-3,q2,D,入会金・年会費・更新料
financial_products-3,q2,E,利子・配当・為替差益
financial_products-3,q3,A,パッシブは必ず利益が出て、アクティブは損失が出やすい
financial_products-3,q3,B,パッシブは短期投資向け、アクティブは長期投資専用
financial_products-3,q3,C,パッシブは市場平均を目指し、アクティブはそれを上回る成果を目指す
financial_products-3,q3,D,パッシブはリスクが高く、アクティブは低リスク
financial_products-3,q3,E,パッシブは国の制度で、アクティブは民間制度
financial_products-3,q4,A,株主総会資料
financial_products-3,q4,B,格付けレポート
financial_products-3,q4,C,新聞記事
financial_products-3,q4,D,目論見書
financial_products-3,q4,E,運用報告書
financial_products-3,q5,A,元本保証があるかを示す指標
financial_products-3,q5,B,リターンの大きさだけを見る指標
financial_products-3,q5,C,過去の分配金の総額を示す指標
financial_products-3,q5,D,将来の株価を予測する指標
financial_products-3,q5,E,リターンを得るために取ったリスクの効率性を示す指標
financial_products-4,q1,A,為替変動によって利益も損失も発生する
financial_products-4,q1,B,必ず元本保証がある
financial_products-4,q1,C,日本円でしか預けられない
financial_products-4,q1,D,解約時に必ず手数料がかかる
financial_products-4,q1,E,保険商品の一種である
financial_products-4,q2,A,外国株式を中心に運用される
financial_products-4,q2,B,解約時に必ず手数料がかかる
financial_products-4,q2,C,外国の短期債券を中心に運用される
financial_products-4,q2,D,必ず元本保証がある
financial_products-4,q2,E,保険金の支払いが円建てで行われる
financial_products-4,q3,A,先物は必ず実行義務があり、オプションは権利放棄ができる
financial_products-4,q3,B,先物は権利で、オプションは義務である
financial_products-4,q3,C,先物は元本保証、オプションは保証がない
financial_products-4,q3,D,先物は短期投資専用、オプションは長期専用
financial_products-4,q3,E,両者に違いはない
financial_products-4,q4,A,米を一定価格で将来購入する契約を結ぶ
financial_products-4,q4,B,固定金利と変動金利を交換する契約
financial_products-4,q4,C,20万円で買う権利を取得し、価格が25万円なら有利に行使できる
financial_products-4,q4,D,ドルと円を交換する契約
financial_products-4,q4,E,必ず満期まで保有しなければならない
financial_products-4,q5,A,外貨を円に交換する契約
financial_products-4,q5,B,株式を将来の価格で売買する契約
financial_products-4,q5,C,不動産を賃貸する契約
financial_products-4,q5,D,固定金利と変動金利を交換する契約
financial_products-4,q5,E,配当を先に受け取る契約
insurance_basics-1,q1,A,生命保険と損害保険
insurance_basics-1,q1,B,医療保険とがん保険
insurance_basics-1,q1,C,自動車保険と火災保険
insurance_basics-1,q1,D,投資信託と生命保険
insurance_basics-1,q1,E,国民年金と厚生年金
insurance_basics-1,q2,A,プルデンシャル生命
insurance_basics-1,q2,B,第一生命グループ
insurance_basics-1,q2,C,アクサ生命
insurance_basics-1,q2,D,メットライフ生命
insurance_basics-1,q2,E,マニュライフ生命
insurance_basics-1,q3,A,保険会社の社員は複数の会社の商品を扱える
insurance_basics-1,q3,B,代理店は一社専属で商品のみを提案できる
